id	aminer_id	title 
2809	42cee213-1681-45fa-9db7-9b2a55ea0ef4	PIVOTING ALGORITHMS FOR SOME CLASSES OF STOCHASTIC GAMES: A SURVEY	
2810	396d4305-319c-4e1d-bdd9-b007b07eed4a	A network approach to cohort personnel planning using cross-sectional data	
2811	2f7ed1d2-d909-40fe-8bec-64942ef6afdc	The linear complementarity problem with exact order matrices	
2812	56cf2cd9-0a13-4faf-9c99-0ed76c6248d5	Orthonormal wavelet representations for recognizing complex annotations	
2813	2f7f066b-4306-4dd4-8415-cd5dadad5700	Design methodology for configurable analog to digital conversion using support vector machines	
2814	c4f3b823-f4a7-4a63-9895-873fff7af6a7	On the Parameterized Complexity of Pooling Design	
2815	2f7f425e-8721-49e8-a9c9-7cf64b313630	A greedy approximation for minimum connected dominating sets	
2816	2f7fa1ff-ac7a-42aa-bf68-4e1450521cd9	Motion based low complexity algorithm for spatial scalability of H.264/SVC	
2817	495bc4b1-efd1-418c-9c51-f79a20a5cf99	Minorities in a Model for Opinion Formation	
2818	2f7fbaf8-406e-49d7-ab29-d009f83165aa	Compelled to do the right thing	
2819	c7e3889e-b0df-4aa9-9931-853a12e4c1df	Study of a Market Model with Conservative Exchanges on Complex Networks	
2820	b28c98ee-0902-42b9-8c48-18e3aa225ac6	A Channel Management Scheme for Reducing Interference in Ubiquitous Wireless LANs Environment	
2821	5a158702-28db-4cec-8d74-ea2fc9e13b23	An Enhanced Fast Handover Scheme with Temporal Reuse of CoAs and PBP in IPv6-Based Mobile Networks	
2822	246e0ad1-8cf4-4e39-8868-e8ad2043380d	A seamless handover scheme in IPv6-based mobile networks	
2823	2f7fcbcc-d922-4252-92e8-9f1ea5b91044	A Robust Seamless Handover Scheme for the Support of Multimedia Services in Heterogeneous Emerging Wireless Networks	
2824	adda09e9-516d-4fe1-ad0c-7eba9f727bd2	Autonomic Trust Extraction for Trustworthy Service Discovery in Urban Computing	
2825	2f7fe023-bd8e-45dd-9099-387b2536b856	Cooperative Routing Approach for ISP-Provided Content Delivery Service Using Hierarchical DHT	
2826	2f7fec40-89e3-4e20-984b-b2e68c581130	Evolution morpho-sédimentaire des fonds marins côtiers Base d'information géographique, méthodes et limites	
2827	d1fb5666-5c86-43d8-9bb3-7598f698e331	Spatial Data Sharing: A Pilot Study of French SDIs	
2828	c5d2d176-8429-4aca-9c41-f477fa0efd11	A modelling framework for the study of Spatial Data Infrastructures applied to coastal management and planning	
2829	78a8e150-6ba5-4418-8ee0-76767c0f8e57	Modélisation d’accompagnement en gestion conservatoire - Expérimentation au sein du réseau français Natura 2000	
2830	c3978ca3-56a7-455d-95a5-b510d90f79a0	A Dynamic GIS as an Efficient Tool for Integrated Coastal Zone Management	
2831	b210d6fc-c538-4330-8987-f7b0f7b020d3	Modélisation des changements d'occupation et d'utilisation du sol : Cadres formels et exemple d'application	
2832	a7ed9f9b-8260-4968-927c-ead459ee8570	Mise en oeuvre d'une mémoire environnementale adaptée aux besoins d'un observatoire du domaine côtier : MenIr.	
2833	90fd23a3-3503-41e2-8eac-b0aa71a501c8	Le CIAO, première étape vers une infrastructure de données spatiales en Afrique de l'Ouest	
2834	52d49eb4-7e8b-4720-96e1-6d66709564ff	Évaluation des changements d'occupation des sols en zone côtière à partir de données hétérogènes	
2835	2f7ffcaf-4476-4521-a5c5-9975a2d38ae3	When the 3D Magnetic Laplacian Meets a Curved Edge in the Semiclassical Limit	
2836	858c574d-581d-4849-8e1c-df4b70233096	Enhanced Performance for Electrostatic Precipitators by Means of Conventional and Fuzzy Logic Control	
2837	c31b951e-728b-4137-bc4c-80755ca81085	A New Mobile IGBT Inverter HV Test System for ESPs	
2838	2f80364d-41cb-4026-a6c9-8e26a95016ff	High voltage power supply and control technologies for electrostatic precipitators in biomass applications	
2839	7b1de589-8872-454c-853b-cc5da1d1eeec	Iterative learning control for linear time-variant continuous systems with iteration-varying initial conditions and iteration-varying reference trajectories	
2840	2f803e81-e323-4971-a30e-a826f3f10bf0	Adaptive ILC algorithms of nonlinear continuous systems with non-parametric uncertainties for non-repetitive trajectory tracking	
2841	f977973b-6682-434b-9937-f6c968f3a97e	Mixed FEM of higher-order for time-dependent contact problems	
2842	2f806b6e-7775-46f5-a29e-b94423a01567	Mixed finite element methods for two-body contact problems	
2843	2f80757b-1928-46a0-973a-e155827307f7	Interoperability tests on OSI products in the framework of the OSIRIDE- intertest initiative	
2844	2f807f13-432b-432f-88f1-13ead3bbb542	Computer analysis of the aerodynamics and heat exchange of a cylinder in a viscous oscillating flow	
2845	14ac7ae0-8c0b-462f-9202-821112525ba7	A simplified method of endoscopic image distortion correction based on grey level registration	
2846	2f8082b4-8643-4fcb-8edb-5dc469fd475e	Towards a noninvasive intracranial tumor irradiation using 3d optical imaging and multimodal data registration.	
2847	7a6d8e20-11f8-4afd-8e2b-2e25995e93cc	Microsoft vs. Apple: Resilience against Distributed Denial-of-Service Attacks	
2848	40f6f65f-3993-4892-a792-293812ef9276	Is McAfee SecurityCenter/Firewall Software Providing Complete Security for Your Computer?	
2849	3af406c7-0d30-440d-8e75-0a64f9bc8b03	Apple's Leopard Versus Microsoft's Windows XP: Experimental Evaluation of Apple's Leopard Operating System with Windows XP-SP2 under Distributed Denial of Service Security Attacks	
2850	2f8091f7-c74c-402d-b69a-43e8329f17ed	McAfee SecurityCenter Evaluation under DDoS Attack Traffic	
2851	792101f4-67ed-4b61-a5ca-6b9cc5b71c10	A light-weight SAR system for multi-rotor UAV platform using LFM quasi-CW waveform	
2852	2f809639-3d9b-49df-8191-204257f53104	An architecture to provide adaptive, synchronized and multimodal human computer interaction	
2853	2f80a25e-c3d9-4071-88f4-fbf03df21bfd	VCSS: An Integration Framework for Open Cloud Storage Services	
2854	8268e2cb-f55c-4d2a-8771-cc5bcd833abb	On the Number of Edges in Geometric Graphs Without Empty Triangles	
2855	797821f0-729e-433a-b0b7-32abbff9d0d6	Computing shortest heterochromatic monotone routes	
2856	2f80aa45-f3cd-45ab-a081-af5826609a37	On balanced 4-holes in bichromatic point sets	
2857	79025278-c195-4a46-b6d9-e4f9d5769f38	Covering moving points with anchored disks	
2858	514699ef-0177-4a56-acde-a29214e9184d	Min-energy broadcast in mobile ad hoc networks with restricted motion	
2859	c6d51e85-439a-4be0-bc0b-a786446b899a	Bichromatic separability with two boxes: A general approach	
2860	c0dfe3f9-84cf-4f7b-9cb2-d4d87e246710	Augmenting the connectivity of geometric graphs	
2861	966ae611-1040-4039-826b-4358c6b734d8	A note on harmonic subgraphs in labelled geometric graphs	
2862	8792e230-3e9d-4e50-bc9d-19e8cab85dcb	Monitoring the Plane with Rotating Radars	
2863	c9ca2112-5a8f-4051-9f83-ed52e60b236c	Wearable and low-stress ambulatory blood pressure monitoring technology for hypertension diagnosis	
2864	85de9c90-2c95-446e-9d3a-adccb490a580	Data Management Solution for Large-Volume Computed Tomography in an Existing Picture Archiving and Communication System (PACS)	
2865	5f01da0e-eb4b-4571-a3bf-98ac42bc2376	A Computer-Assisted System for Diagnostic Workstations: Automated Bone Labeling for CT Images	
2866	38722f48-d8f0-437d-bca9-55a202b6a59f	Detection of Drug Administration Behavior with Swallowing Sounds	
2867	2f80bb92-25f4-4dd3-900b-20e119398192	A Filmless Radiology Teaching Conference System for Pertinent Displaying and Image Searching	
2868	2f80db1d-44f7-440d-96c8-ad2b87b1a990	Construction of 3D Virtual Humans from 2D Images	
2869	2f80dca3-5eb0-4400-b114-ee88afde35df	AN ADAPTIVE INTERPOLATION SCHEME BASED ON ITERATIVE BACK-PROJECTION AND HVS-BASED QUALITY METRIC FOR IMAGE SEQUENCES	
2870	313016e3-9148-4577-b808-f627d6a37790	Motor unit number index (MUNIX)	
2871	2f80e023-afae-4c6f-b4e6-d5bf0d134c45	A method for determination of muscle fiber diameter using single fiber potential (SFP) analysis.	
2872	2de5f455-d427-4fda-85fb-35a41fa46e61	Amide proton signals as pH indicator for in vivo MRS and MRI of the brain-Responses to hypercapnia and hypothermia.	
2873	cea6f00b-4fbb-4ab7-b51b-f2fee9b05d9a	Myelin mapping in the living mouse brain using manganese-enhanced magnetization transfer MRI	
2874	f8f294fb-252a-4156-ab8f-f27975ff6a39	Packet Transport for the Future Internet (Paketorientierter Transport für das zukünftige Internet).	
2875	85a0508e-9849-4d8a-b9d8-b772b714e6b1	Halogenated volatile anesthetics alter brain metabolism as revealed by proton magnetic resonance spectroscopy of mice in vivo.	
2876	74a92334-9df8-4341-87c8-9e1fe3cf6799	MRI of cellular layers in mouse brain in vivo.	
2877	54460043-43f0-4ab5-81c0-2c4a7cc0d12a	MRI of optic neuritis in a rat model.	
2878	2f816b5f-7b3a-48dc-ad3c-cf3bbdee101a	Myelin mapping in the central nervous system of living mice using contrast-enhanced magnetization transfer MRI.	
2879	528d6f0b-0a0e-4f7e-a4d3-11962c9d60a9	On the Parameterization of Rational Ringed Surfaces and Rational Canal Surfaces	
2880	35dbce6f-7905-4bae-afe2-f96566062b6a	Blends of canal surfaces from polyhedral medial transform representations	
2881	2f81ac80-3be1-4ee6-b19c-97e2486d86a1	Envelope computation in the plane by approximate implicitization	
2882	85737799-587c-47a6-86b2-f654dffce011	Semiautomatic simplification	
2883	b6e8373b-5193-4512-9ba9-0866892a6b6c	Wireless Sensor Network Technology and Its Application Potentials for Service Innovation in Supply Chain Management	
2884	2f81af92-8fd7-4c40-a6d4-cecb2f75d017	Case injected genetic algorithms for traveling salesman problems	
2885	eeb17bf5-70d0-4dc7-b5d0-414534d1b0b0	Non-Orthogonal Multiple Access with SIC Error Propagation in Downlink Wireless MIMO Networks	
2886	fda7535b-50f1-4f43-9fa5-98585e6ecbb8	Spectral efficiency analysis in wireless heterogeneous networks	
2887	2d422bdd-2060-46a8-8406-448d741f514b	Performance Study on Relay-Assisted Millimeter Wave Cellular Networks	
2888	8446e116-3263-45df-aa3d-35823793046c	Partial update conjugate gradient algorithms for adaptive filtering	
2889	bfc8e823-c9d4-415d-989d-3bdf5a4b4a87	Partial update EDS algorithms for adaptive filtering	
2890	765b75e7-942f-4677-a4c8-bee38301e6fc	Partial Update Least-Square Adaptive Filtering	
2891	2f81e43a-7dca-407c-aa94-06a5d9cf78e2	A novel scheme for the compression and classification of hyperspectral images	
2892	525b4c11-adea-488e-a1ee-9e34e90e7e66	On the recognition of coverings of acyclic database hypergraphs	
2893	2f81ed05-1227-4dcd-a1ec-5ffa5c0b55f4	Database partitioning in a cluster of processors	
2894	bcd87f37-087a-442b-ba76-477c7bcb8897	Work-in-Progress, PupilWare-M: Cognitive Load Estimation Using Unmodified Smartphone Cameras	
2895	d9dd9820-4633-43af-8140-5f0c72b5e5a7	Cognitive and context-aware applications	
2896	2f820bb6-5602-4de5-8d32-e8e31575d6ca	PupilWare: towards pervasive cognitive load measurement using commodity devices	
2897	e84f9445-27e1-4964-b513-17de69232a93	Cubic time recognition of cocircuit graphs of uniform oriented matroids	
2898	ae7af051-dcde-45cf-a3cb-555667b280c4	(k,l)-kernels, (k,l)-semikernels, k-Grundy functions and duality for state splittings	
2899	85cbd6f0-d3bb-4e20-a7eb-7b283bb28ee2	Using process simulators in the study, design, and control of distillation columns for undergraduate chemical engineering courses	
2900	3a4a451a-6a4b-42ce-b5c2-fa7513bd73ed	A Family of Heat Functions as Solutions of Indeterminate Moment Problems	
2901	2fce3d35-99b3-4365-8d49-ce3188a87b1a	Independent sets and non-augmentable paths in generalizations of tournaments	
2902	2f822660-866d-486e-b115-c427a8a39776	Independent transversals of longest paths in locally semicomplete and transitive digraphs	
2903	2103ddcd-233b-49ca-a2a1-0b864d5d773a	Comparisons of the alternative biased estimators for the distributed lag models	
2904	0aded5a9-2f0f-4753-ad8a-27fcdb2c26b6	Robust Liu-type Estimator for Regression Based on M-estimator	
2905	2f8237f2-05fb-465b-b664-5250f2bcd78d	A Comparison of Mixed and Ridge Estimators of Linear Models	
2906	17e43677-6b0e-47a7-aa56-58352b24d5e0	Evaluation of the predictive performance of the Liu type estimator	
2907	266c4c11-ec0f-4911-bb9a-8b946ac36432	An optimal k of kth MA-ARIMA models under AR(p) models	
2908	dc3341c9-3303-4258-ba02-4fc66afaf356	On the performance of two parameter ridge estimator under the mean square error criterion	
2909	5a496ac3-3756-4885-9c4f-4d39870a4bd2	On the Restricted Liu Estimator in the Logistic Regression Model	
2910	fe6e284a-88b8-47a7-8e92-6b4e117f48f9	Avaliação de Modelos i* com o Processo AIRDoc-i.	
2911	2f824113-5158-48f2-be40-c3998df238b1	Deriving the behavior of context-sensitive systems from contextual goal models	
2912	87d59240-d394-4f8b-aa52-9ede3707e720	Detecting shadows of moving vehicles based on HMM	
2913	653430a2-b9d9-4d62-84f0-7f255a7c430d	A novel automatic seed point selection algorithm for breast ultrasound images	
2914	43bb6b16-c8b2-4190-965d-4f6a23a1d928	A Short-Term and Long-Term Learning Approach for Content-Based Image Retrieval	
2915	de89dee4-e870-4093-89e8-7b6c29668c0f	Completely automatic segmentation for breast ultrasound using multiple-domain features	
2916	d6ef9d2e-0aa2-4e94-8c62-49939789ef7e	Discrimination of disease-related non-synonymous single nucleotide polymorphisms using multi-scale RBF kernel fuzzy support vector machine	
2917	abae0785-b621-43d0-b265-988cb5c852aa	Toward The Recognition Code Of Protein-DNA Recognition	
2918	311b1797-6a8c-4848-b636-09da733ed8ff	Automated breast cancer detection and classification using ultrasound images: A survey	
2919	2f824da7-51d8-44d7-9c11-95b4e3e35d48	A new scheme to evaluate the accuracy of knowledge representation in automated breast cancer diagnosis	
2920	d8ede9c1-95dd-4674-8f5e-250fa591c840	Optimal distributed beamforming for MISO interference channels	
2921	2f825258-6dd1-4b5d-97fe-ebb06550234f	A dynamic edge covering and scheduling problem: complexity results and approximation algorithms	
2922	fc7d7af3-488a-4a68-a3e7-379d20b0ea3a	Design and Optimization of Wireless Sensor Network with Mobile Gateway	
2923	cb50d2a1-f8f8-4316-a0bd-a66f940280f9	Per-prediction for PHY mode selection in OFDM communication systems	
2924	5e716ee7-0065-4d55-90e4-4d53e3c0e2c7	Signalling-free detection of adaptive modulation in multicarrier systems	
2925	12b6f373-f5d1-46f4-85ee-16ee239ee862	Misunderstandings about link adaptation for frequency selective fading channels	
2926	9c813ae0-6e83-4c39-9b1b-ce6ca8a0ac0a	Topology design of industrial ethernet networks using a multi-objective genetic algorithm	
2927	9551e0d9-4981-4a0a-a038-75f938d8b548	Radio resource management in cellular multihop networks	
2928	71f8587e-07d2-4299-96e3-d333a3d3662e	Topological design of industrial Ethernet networks with a fast heuristic	
2929	2f826331-636a-4552-b66a-475acbb90693	A hybrid genetic algorithm to optimize device allocation in industrial Ethernet networks with real-time constraints	
2930	83e5dd6e-74f2-47e5-8f31-74b3b465d472	Dual-Hop Relaying Networks over Nakagami-M Fading Channels	
2931	84a65567-171b-4c76-b999-5c5e97971395	On the Sum of Squared Correlated Rayleigh Variates and Applications to Maximal-Ratio Diversity	
2932	7d6d00d3-042c-41f5-9e57-2c63773b4327	Dual-hop multi-input multi-output relay systems over spatially correlated Nakagami-m fading channels	
2933	6fe8f9d5-5b1a-4f4c-85f6-c1ce6efb2c16	Serial relaying communications over generalized-gamma fading channels	
2934	35b92d14-bebf-4256-9042-0976809b5110	Outage Analysis of Dual-Hop Relaying Communications with Co-channel Interference over Nakagami- m Fading Channels	
2935	2f82ad9f-47ed-44c2-bece-1aab5d225326	Bit Error and Outage Probability of Serial Relaying Communication Systems	
2936	2f82c679-cea3-4c89-a9ae-842312319806	Efficient virtual reality design of quiet underwater shells	
2937	a22e0987-5477-4d71-860e-7626eeba9e9c	Distributed beamforming for OFDM-based cooperative relay networks under total and per-relay power constraints	
2938	6cab8f8b-7f8d-4661-9b05-3d202281d0d5	Transmit beamforming for MISO frequency-selective channels with per-antenna power constraint and limited-rate feedback	
2939	3dfd0b23-4e11-47eb-8bb2-622fe863360b	Cooperative beamforming for OFDM-based amplify-and-forward relay networks ☆	
2940	195af2eb-67d0-4314-a0c0-32a1d056a20a	Maximizing the Sum-Rate of Amplify-and-Forward Two-Way Relaying Networks	
2941	2f82c75a-3ccb-4ff3-8006-68bcd8f2a09e	A Limited Feedback Joint Precoding for Dual-Hop MIMO Amplify-and-Forward Relay Systems	
2942	63687e11-4da2-45c6-bc4a-bac457c2a3fb	Fuzzy multiple attributes group decision-making based on fuzzy preference relations	
2943	2f83228d-810a-48aa-9b2c-21625bfa1ff5	Fuzzy multiple attributes group decision-making based on fuzzy induced OWA operators	
2944	c1ed4852-1f35-47e4-be3f-d81f3120e5a2	Demo: Real-world Deployment of Seat Occupancy Detectors	
2945	2f832468-ea39-49f4-8557-7aea1a65274e	Demo: Real-time Detection for Multiple Occupancy and Near Real-time Hogging Detection	
2946	d981435e-925f-4531-b700-20995a7063c4	The Distribution of Order Statistics for Discrete Random Variables with Applications to Bootstrapping	
2947	9d17d49d-1af0-4bc6-9029-2c88bc6532b9	Overview of results of Spaceborne Imaging Radar-C, X-Band Synthetic Aperture Radar (SIR-C/X-SAR)	
2948	5dfb8227-52de-4ab8-ab9b-a6815838218e	Estimates of surface roughness derived from synthetic aperture radar (SAR) data	
2949	4ca2b41e-5e4b-4542-a231-2cc586b5a80e	Conceptual Case for Assimilating Interferometric Synthetic Aperture Radar Data Into the HAZUS-MH Earthquake Module	
2950	db8c6d2e-6f1c-4750-9d2e-988babff4d2e	Algorithms for computing the distributions of sums of discrete random variables	
2951	840d478a-3401-431b-a42c-a304b67190f4	The Distribution of the Kolmogorov–Smirnov, Cramer–von Mises, and Anderson–Darling Test Statistics for Exponential Populations with Estimated Parameters	
2952	2f832ac8-bde9-467f-b462-2e07aa2bf05d	Input modeling using a computer algebra system	
2953	2f833363-756b-48cc-9fb9-d5cad66a57b5	Synthesis of a complete sagittal gait cycle for a five-link biped robot	
2954	0ea4b3ab-c122-4800-b984-30115260ccd7	Example-based data optimization for facial simulation	
2955	a03e1db9-d8ac-4dd5-ae01-725eb42d2fa1	Modeling and estimation of internal friction in cloth	
2956	d9c4c60e-9aca-4ca2-abf5-6cc2dc8abb41	Star-contours for efficient hierarchical self-collision detection	
2957	7e769957-9261-4a90-b880-25c9202ad7df	Bounded normal trees for reduced deformations of triangulated surfaces	
2958	5219fc76-b28f-494a-853f-cb9e7fdef68a	Bimanual spatial haptic interface for assembly tasks	
2959	4632831b-f3be-45b6-a56b-74567a5c9d0f	Efficient collision detection for brittle fracture	
2960	36e180b1-20a2-4aa4-9c32-b2ae134c54dd	Fracture animation based on high-dimensional Voronoi diagrams	
2961	2f837b6f-96ee-41d9-9d56-8930551d8cf4	Fast Collision Detection for Fracturing Rigid Bodies	
2962	7ce2c667-886c-437d-8cc4-07f15eb0a3ed	Mapping Task-Graphs on Distributed ECU Networks: Efficient Algorithms for Feasibility and Optimality	
2963	51557043-2970-4454-b177-5c7098975f05	Parametric Integer Programming in Fixed Dimension	
2964	79ec5ae4-9caa-48fb-8f00-8196b221a125	Carathéodory bounds for integer cones	
2965	2f838a03-6353-4526-999d-9e9cb030af6f	Testing additive integrality gaps	
2966	37a127fc-173d-4830-8261-50c97e964ca6	Semi-Markov Models for Brownian Dynamics Permeation in Biological Ion Channels	
2967	2f83a567-10d5-4235-a60a-93f5e4a53404	Real-Time Molecular Detectors using Gramicidin Ion Channel Nano-Biosensors	
2968	ee58a591-8e99-4dcf-a51c-3f9c71350f5d	Chemical kinetics and mass transport in an ion channel based biosensor	
2969	a5a9ec65-6b08-4281-98b0-e02f2402a381	Reconfigurable ion-channel based biosensor: Input excitation design and analyte classification	
2970	9925adc0-4f5f-4abe-a22a-3cc9447f6270	Modelling the Bioelectronic Interface in Engineered Tethered Membranes: From Biosensing to Electroporation	
2971	5efe3e90-1223-47b5-ac27-25cf4b0aac2d	Stochastic modeling and signal processing of nano-scale protein-based biosensors	
2972	c437c351-a04b-4115-b656-25ebcce14e39	Analysis of gully erosion hazard using high resolution terrestrial LiDAR	
2973	2f840eaf-2dfa-4247-81cf-da27ae968596	Flash Trajectory Imaging of Target 3D Motion	
2974	92188528-6535-4ae3-af0a-38ac7ecb59b2	Fuzzy global optimization of complex system reliability	
2975	804ca20a-3fbd-4ca6-88cc-be9a13c48089	Pattern classification with principal component analysis and fuzzy rule bases	
2976	98984900-64c8-4629-a276-41f24e93990f	Fuzzy linear fractional goal programming applied to refinery operations planning	
2977	6e06b4a9-55ef-44c7-83ab-3ab3adb96e2b	Fuzzy rule base generation for classification and its minimization via modified threshold accepting	
2978	2f8410e9-20b9-434a-80e0-10eabf1a71c9	Ranking of Indian coals via fuzzy multi attribute decision making	
2979	2f841c41-c7ac-4038-a52e-dca29d4717b2	Wish shop: Designing for a transmedia production model	
2980	9c87f88b-0962-48f8-b07a-de1c1c24bcc0	Low complexity unsupervised multi-camera color calibration with application to panoramic video capturing	
2981	bab9f5c6-a13f-4ad3-928b-1ebbd9db53fd	LDPC FEC code extension for unequal error protection in 2nd generation DVB systems	
2982	77175690-0162-4fd6-b849-224ceff18557	Seamless handover for mobile TV over DVB-H applications	
2983	89136edb-e138-488f-9660-83f5ed48142e	Cross-Layer Optimization of DVB-T2 System for Mobile Services	
2984	2f843093-6178-430c-8c15-ad1535bd8096	LDPC FEC Code Extension for Unequal Error Protection in DVB-T2 System: Design and Evaluation	
2985	2f845612-7223-40c3-9fe0-e0929036dbd2	Adaptive particle swarm optimizer with nonextensive schedule	
2986	bcb2d426-c533-4b6f-9ae6-e6bbe9a53a40	An array-theoretic look beyond APL2 and Nial	
2987	a61120ab-f292-4b38-9912-ed3d0328a41e	Axioms and theorems for a theory of arrays	
2988	2f845c30-a8a0-40de-b1be-9a2e38793c2a	Transfinite nesting in array-theoretic figures, changes, rigs, and arms. Part I	
2989	2f84f385-5531-4b60-800f-3b31a3b0a0a4	The warping degree of a nanoword	
2990	2f85320d-fffd-48dc-9148-af811c7b6b32	Short communication: Score tests for overdispersion in zero-inflated Poisson mixed models	
2991	c2f91e70-e63c-4cf1-ac38-bcf58ac60db0	Embedded Programmable Logic Core Enhancements for System Bus Interfaces	
2992	a051d55a-2e74-49cd-a832-fc016c73172e	Asynchronous IC interconnect network design and implementation using a standard ASIC flow	
2993	71fd30c2-1888-4ae7-9ff7-7d96ce4187f1	Concentrator access networks for programmable logic cores on SoCs	
2994	7153afae-a5ae-4047-82ea-76f5d4728d00	Post-silicon debug using programmable logic cores	
2995	6f5256ca-340b-46cf-aea9-3fea0bde0574	Practical Asynchronous Interconnect Network Design	
2996	5165fc90-3348-482a-a9e9-937b331622fc	A synthesizable datapath-oriented embedded FPGA fabric	
2997	3e0afc48-b46f-44cd-858e-c556b13b62c2	A Synthesizable Datapath-Oriented Embedded FPGA Fabric for Silicon Debug Applications	
2998	3ab666ab-51fe-4c5c-9c5e-45cd7eddef3c	Programmable Logic Core Enhancements for High-Speed On-Chip Interfaces	
2999	b0a454df-e216-4712-a090-fc0f03a94290	Linking the Verification and Validation of Complex Integrated Circuits Through Shared Coverage Metrics	
3000	2f85641c-6535-499c-9ef8-71f25c25aa0d	Rapid RTL-based signal ranking for FPGA prototyping	
3001	2f857eef-21d2-41c3-a9e9-310dcaccee02	Automatic tracking of complex objects under natural conditions	
3002	2f85aadf-807f-4581-bbb8-14919cb5a387	A genetic algorithm for the knowledge base partitioning problem	
3003	982f95c4-9646-4b35-b7fb-8e299c079436	Nighttime sky/cloud image segmentation	
3004	1ae73efb-348f-4ea4-ad8d-b2e9bd04eb8b	Cloud Radiative Effect Study Using Sky Camera	
3005	6715d6f0-4505-49f7-838e-f09003bf1f4e	Short-term prediction of localized cloud motion using ground-based sky imagers	
3006	23232cc4-1769-48c6-b5a3-a6f0a639b7bb	GPS derived PWV for rainfall monitoring	
3007	1ccb0bc1-82c0-403f-823e-7f81712a1e32	Geo-referencing and stereo calibration of ground-based Whole Sky Imagers using the sun trajectory	
3008	e051128a-0607-41c9-be29-8e2b49880e45	Detecting rainfall onset using Sky Images	
3009	e422ffb5-c576-4e7e-8640-485574661c11	Rough-Set-Based Color Channel Selection	
3010	8cfd21d5-a0bc-4cb5-a218-ad6fea7f96ca	Estimation of solar irradiance using ground-based whole sky imagers	
3011	3ab77cb7-6154-4445-85fe-c0727301c667	Machine Learning Techniques and Applications For Ground-based Image Analysis	
3012	5173c80c-d1e5-4d8b-ae68-f6f08b6a7210	Color-Based Segmentation of Sky/Cloud Images From Ground-Based Cameras	
3013	57ae1a0a-9638-4be0-b696-f9a4e94a6a76	Categorization of cloud image patches using an improved texton-based approach	
3014	1e3cfe66-560e-4fe8-b571-5e470985b608	Multi-level semantic labeling of Sky/cloud images	
3015	d6b8e662-f79f-4a0f-a74f-0cd4e9e3d2b9	WAHRSIS: A Low-cost, High-resolution Whole Sky Imager With Near-Infrared Capabilities	
3016	ffad6df2-2d81-416b-9d6f-cc922da7d756	Cloud base height estimation using high-resolution whole sky imagers	
3017	94c1771f-e675-49f0-b373-ee2e986eef19	Systematic study of color spaces and components for the segmentation of sky/cloud images	
3018	2f85c2cd-a307-481b-88cc-9a6302bf5fc1	Design of low-cost, compact and weather-proof whole sky imagers for high-dynamic-range captures	
3019	d6b30348-9aae-49b3-8193-06b2a7534f6e	Distributed synchronization control of multi-agent systems with switching directed communication topologies and unknown nonlinearities	
3020	a8633298-3455-45ca-b529-d6f3b815ee8a	Distributed Consensus Control of Multi-Agent Systems With Higher Order Agent Dynamics and Dynamically Changing Directed Interaction Topologies	
3021	bac37834-49db-405e-b23c-f3405cfc2efd	Distributed Synchronization Control of Multiagent Systems With Unknown Nonlinearities	
3022	2f85d6f5-7736-4f14-a744-1ba8de1ca97f	Distributed synchronization control of multi-agent systems with unknown nonlinearities: The case of fixed directed communication topology	
3023	2f8622b2-dea2-4d7d-a1bf-6c01a9fc5836	Distributed Compressive Detection with Perfect Secrecy	
3024	da38a3ce-c380-4f53-8f39-670f225a6186	Visualization of steep breaking waves and thin spray sheets around a ship	
3025	f6079381-f3f1-4bbe-90ae-d12fd72684da	Hebbian Crosstalk Prevents Nonlinear Unsupervised Learning	
3026	771548c2-fa41-4845-bc2b-81d61bebf690	Hebbian learning from higher-order correlations requires crosstalk minimization	
3027	2f863f67-4cc1-4fd4-8f15-49fcb42006ea	Communication mapping: understanding anyone's social network in 60 minutes	
3028	2f86514f-df42-4f79-b641-96e3673c286a	PREDITOR: a web server for predicting protein torsion angle restraints	
3029	9d4009a3-1455-4e8f-9843-965bca16d4b6	Segmentation of multiple salient closed contours from real images	
3030	2f868cc8-7d22-45a5-9762-22b1b1c54abb	The model for optimal design of robot vision systems based on kinematic error correction	
3031	ddb94bf0-0fbf-40e5-85d4-55c7b2b31357	Reliability Analysis Framework for Structural Redundancy in Power Semiconductors	
3032	2f86a129-b464-49dc-b144-b04e977a4266	Alternative Time-Invariant Multi-Frequency Modeling of PWM DC-DC Converters	
3033	aa8d8694-f525-49bf-8fc5-3e151407cbd2	A New Inductive Proximity Sensor Based Guiding Tool to Locate Metal Shrapnel During Surgery	
3034	2f86ed4c-e7c2-4b8a-883e-f1100fb2500d	Locating metal shrapnel in human body using GMR sensors	
3035	477fa4b8-2a1d-47d3-aa20-b2e65b0eeaba	A Wavelet-Based Method for the Determination of the Relative Resolution Between Remotely Sensed Images	
3036	2f86fabe-d26b-4b4d-a29c-647b7d97a44b	A multiresolution-based method for the determination of the relative resolution between images: First application to remote sensing and medical images	
3037	f7728d96-bbc5-4eae-9567-f20a553494cf	A framework for texture classification using the coordinated clusters representation	
3038	906fc314-248a-4dfd-b3dc-6988e7aaae74	Comparative experiment with colour texture classifiers using the CCR feature space	
3039	2f876224-f723-40a8-b890-a84a71ec0ed5	One-class texture classifier in the CCR feature space	
3040	2f877990-7684-49b9-b62d-069fd7d7c544	Nonlinear parameter estimation for probabilistic finite-state automata	
